20190909 11:16:35 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:User_DB_DAL][Function:		public Common.Model.User_DB_Model GetModel()TableName:User_DB][]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 1;defectCode = White Dot;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 10;defectCode = Black Dot;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 11;defectCode = Oil Stain;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 12;defectCode = Flow Line;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 13;defectCode = Over-Cut;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 14;defectCode = Crack;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 15;defectCode = Short Mold;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 16;defectCode = Stain Mark;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 17;defectCode = Weld Line;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 18;defectCode = Flashes;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 19;defectCode = Foreign Materials;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 2;defectCode = Scratches;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 20;defectCode = Drag;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 21;defectCode = Material Bleed;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 22;defectCode = Bent;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 23;defectCode = Deform;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 24;defectCode = Gas Mark;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 3;defectCode = Dented Mark;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 4;defectCode = Shinning Dot;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 5;defectCode = Black Mark;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
20190909 11:18:46 上午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViDefectTracking_DAL][Function:		public SqlCommand AddCommand(Common.Model.MouldingViDefectTracking_Model model)TableName:MouldingViDefectTracking][;id = 0;trackingID = f8a10ee3-96e2-4757-aeb6-dfe9105fd139;machineID = 1;dateTime = 2019/9/9 11:18:46;partNumber = 75K308-0094;jigNo = TKS 769;model = U553/U554;cavityCount = 2;userName = Wong Kee Chin;userID = D6;startTime = 2019/9/9 11:18:46;stopTime = ;day = 2019/9/9 0:00:00;shift = Day;status = Running;matPart01 = LEXAN 143R-701;matPart02 = LEXAN 143R-BL6G086X;matLot01 = E9126F;matLot02 = 18RA0303;defectCodeID = 6;defectCode = Sink Mark;rejectQty = 0;rejectQtyHour01 = ;rejectQtyHour02 = ;rejectQtyHour03 = ;rejectQtyHour04 = ;rejectQtyHour05 = ;rejectQtyHour06 = ;rejectQtyHour07 = ;rejectQtyHour08 = ;rejectQtyHour09 = ;rejectQtyHour10 = ;rejectQtyHour11 = ;rejectQtyHour12 = ;lastUpdatedTime = 2019/9/9 11:18:46;remarks = ]
